Cp A 2 ms;Cp P 2 ms;Cr A 2 ms;Cr P 2 ms;Cp A 4 ms;Cp P 4 ms;Cr A 4 ms;Cr P 4 ms;Cp A 10 ms;Cp P 10 ms;Cr A 10 ms;Cr P 10 ms;Cp A 20 ms;Cp P 20 ms;Cr A 20 ms;Cr P 20 ms;Cp A 80 ms;Cp P 80 ms;Cr A 80 ms;Cr P 80 ms
90.11528015;84.17863464;91.6725235;85.95058441;90.04805756;84.3012619;91.73556519;85.93639374;90.15585632;84.22125092;91.73361664;84.22125092;90.09787903;84.22362747;91.74125443;85.90005722;90.13286171;84.22942486;91.7201189;85.91270199
90.17713928;84.27962494;91.60314178;85.95794678;90.06032944;84.26643372;91.74703217;85.90140152;90.09831543;84.21894073;91.72202759;84.21894073;90.13695602;84.22896118;91.70718765;85.91534195;90.13420124;84.23117886;91.73015976;85.91457615
90.11172485;84.18301392;91.69822693;85.89819336;90.10032654;84.280056;91.77550888;85.8908577;90.14477539;84.2129715;91.69677277;84.2129715;90.11610107;84.23869476;91.71674271;85.89892807;90.1289772;84.22883148;91.71415157;85.907728
90.12931061;84.33898926;91.64427185;85.93299103;90.12055588;84.21739197;91.73223495;85.89873505;90.08039398;84.24639893;91.73948517;84.24639893;90.1171669;84.24104156;91.72065201;85.90057526;90.12333431;84.24463291;91.71999664;85.91384983
90.1517868;84.16277313;91.7093811;85.92712402;90.09712982;84.20205307;91.7220726;85.91153336;90.08750305;84.26985931;91.7322876;84.26985931;90.11171417;84.22292557;91.72327118;85.91060562;90.12814369;84.2385788;91.71512241;85.91267338
90.02629089;84.37094879;91.72145081;85.93599701;90.11323929;84.2455101;91.70081711;85.92554474;90.0916626;84.23989868;91.76116943;84.23989868;90.12341614;84.21482391;91.68832855;85.93527832;90.12712612;84.22703438;91.71100578;85.91450768
90.16505432;84.13637543;91.74528503;85.88457489;90.11204529;84.2563324;91.66094971;85.92124176;90.0806778;84.28284607;91.735495;84.28284607;90.1227478;84.24322968;91.69694061;85.90313568;90.13698902;84.23554287;91.70995579;85.91467667
90.03784943;84.47259521;91.61514282;85.97819519;90.11339569;84.22097778;91.67805862;85.93670654;90.12345886;84.2041748;91.73642273;84.2041748;90.09638062;84.26209259;91.70498581;85.91444092;90.12406712;84.24296055;91.71023464;85.91594753
90.20250702;84.05028534;91.75128174;85.88977051;90.10910416;84.21418762;91.70982361;85.91993332;90.09218292;84.22036285;91.73463745;84.22036285;90.14898529;84.2275856;91.72330399;85.92293854;90.13660316;84.22727509;91.71242676;85.91003132
89.98508453;84.42697906;91.64640045;85.93319702;90.10020828;84.23029709;91.67921066;85.93881607;90.14664307;84.20460663;91.72081909;84.20460663;90.13964157;84.22853241;91.70206833;85.92277832;90.13898277;84.22798481;91.70755081;85.92664318
90.18733978;84.13754272;91.68934631;85.93241119;90.10396194;84.29009628;91.67737198;85.9692421;90.10089874;84.22380829;91.74258118;84.22380829;90.12977066;84.23119583;91.70387268;85.89735107;90.13409042;84.23400402;91.71201248;85.91233768
90.01649475;84.32062531;91.68856812;85.99921417;90.05624008;84.29198456;91.6742363;85.90061569;90.11448975;84.23544769;91.67606506;84.23544769;90.10535202;84.25698929;91.72666397;85.90251999;90.14024143;84.22385559;91.70973587;85.9231905
90.16462708;84.21350861;91.71422577;85.88969421;90.08486938;84.29047394;91.6955986;85.9118576;90.12020264;84.25106659;91.74765778;84.25106659;90.13364182;84.22198944;91.71544952;85.91222458;90.13133354;84.23267841;91.72153683;85.91556358
90.13609314;84.29000092;91.68718719;85.98890686;90.09283447;84.27170181;91.73626709;85.90812302;90.10076599;84.25540924;91.74351196;84.25540924;90.12057114;84.24471664;91.70166168;85.92744675;90.12824821;84.23610992;91.71549454;85.91501465
90.14241791;84.19596863;91.73012543;85.87215424;90.08229828;84.27770615;91.67725754;85.89017868;90.13925629;84.19948578;91.73289948;84.19948578;90.1221138;84.22987061;91.7217926;85.89436035;90.1197485;84.22877922;91.7180809;85.91419487
90.06912231;84.31082153;91.72374725;86.03087616;90.06115723;84.27645493;91.71175003;85.91862869;90.10038605;84.2611145;91.74024048;84.2611145;90.11169968;84.25743484;91.72615356;85.90969543;90.11410522;84.23163605;91.72956181;85.90593395
90.23708344;84.1644516;91.69900513;85.92436218;90.08594894;84.2281723;91.74557495;85.93523788;90.12395325;84.20116272;91.7526413;84.20116272;90.09894714;84.2439621;91.72567291;85.91418228;90.12015705;84.23604603;91.7283802;85.90812206
90.04039001;84.28930664;91.68471527;86.04284668;90.06406784;84.28458405;91.75367737;85.93048477;90.11436768;84.23974915;91.7250351;84.23974915;90.09649429;84.24510269;91.72185287;85.90787964;90.12342148;84.22589741;91.73095989;85.90058727
90.22171783;84.2072525;91.77758026;85.85722351;90.08018112;84.26842499;91.74154663;85.92726517;90.13366547;84.22191925;91.70522614;84.22191925;90.10761719;84.24345398;91.73242798;85.89971619;90.13759632;84.2303545;91.71236668;85.91592331
90.12447357;84.28321838;91.6723175;85.97546387;90.06051636;84.2630806;91.7678833;85.91775131;90.06895905;84.24037933;91.73497772;84.24037933;90.12059479;84.25792389;91.72156982;85.91047821;90.13080406;84.22906017;91.71668568;85.90790749
90.18526459;84.22459412;91.64580536;85.86395264;90.06106567;84.26046371;91.74009705;85.93691635;90.1007431;84.24385834;91.73874359;84.24385834;90.12153702;84.22685776;91.71700363;85.91223679;90.12799969;84.23381557;91.71919537;85.91884918
90.07556152;84.26057434;91.69493103;85.98513794;90.08512115;84.24600601;91.72618866;85.90847778;90.12038879;84.21392822;91.7612854;84.21392822;90.08748779;84.26529007;91.72079544;85.91390381;90.1343895;84.23107758;91.71965466;85.90463428
90.21451569;84.15639496;91.706604;85.8875885;90.07709885;84.22314453;91.74517822;85.87796021;90.09492798;84.265242;91.74701996;84.265242;90.08708115;84.25434418;91.72955246;85.88995438;90.12982998;84.23222103;91.71696186;85.91901474
90.07948303;84.24060822;91.76225281;86.03697968;90.07828522;84.24169922;91.77361298;85.90547943;90.10061646;84.22535553;91.77968292;84.22535553;90.09897614;84.22786865;91.74990692;85.91867676;90.13394318;84.23326569;91.71530895;85.91340008
90.24648285;84.19190979;91.6121521;85.86595154;90.08092117;84.24419403;91.71999741;85.88813782;90.08310852;84.22513428;91.75344391;84.22513428;90.13170547;84.21188583;91.7329216;85.91445618;90.13740978;84.22959957;91.71638565;85.91998596
90.08184052;84.27510071;91.72748566;86.07318115;90.09163284;84.20444107;91.70161819;85.88814163;90.09487;84.21911011;91.72381439;84.21911011;90.09561691;84.2445282;91.71686249;85.91017227;90.12591763;84.24125156;91.71215782;85.90755157
90.18165588;84.1920929;91.7127533;85.77547455;90.09362411;84.23710251;91.73270416;85.92995453;90.07030029;84.25164032;91.73622131;84.25164032;90.10931091;84.23142166;91.73694077;85.90308762;90.11055107;84.23865528;91.72228642;85.92303982
90.10031891;84.26921844;91.64313507;86.15026855;90.09381866;84.20425797;91.74695206;85.94169617;90.12626648;84.23869324;91.7242157;84.23869324;90.10574951;84.23064423;91.73018341;85.90272903;90.12604046;84.24321289;91.71574154;85.90412388
90.22232819;84.2119751;91.64051819;85.86126709;90.08698654;84.24745178;91.70714569;85.94026566;90.11215057;84.23013458;91.74769592;84.23013458;90.1025444;84.21766663;91.71348648;85.90206451;90.12930241;84.22450409;91.71341515;85.9120636
90.06895447;84.35531616;91.6714859;86.07546234;90.07179642;84.27351761;91.71986008;85.91293335;90.1005722;84.23681793;91.7375824;84.23681793;90.07922897;84.26277618;91.73506088;85.90637283;90.13837013;84.23378887;91.70247192;85.91416607
90.21601868;84.235466;91.60525513;85.94708252;90.07566833;84.26233292;91.69070816;85.89736176;90.08641663;84.23754578;91.76190033;84.23754578;90.08187637;84.2694809;91.75979767;85.88785782;90.14839134;84.2284935;91.71626396;85.9191864
90.06030273;84.28629303;91.60541534;85.99505615;90.07574844;84.25283051;91.70696259;85.93375397;90.07941132;84.25428162;91.75689697;84.25428162;90.08367767;84.23546906;91.73917465;85.90209961;90.14343948;84.23054848;91.71293564;85.92171955
90.27945709;84.24208832;91.65714264;86.00669861;90.06602478;84.27620697;91.73352432;85.92121887;90.12266846;84.20370789;91.74718933;84.20370789;90.1176796;84.22376099;91.69894333;85.91435089;90.1504488;84.2333601;91.70200901;85.92010136
90.10198212;84.22721863;91.69252777;85.91458893;90.07321167;84.26047516;91.74962234;85.8697319;90.07370911;84.23900452;91.75201416;84.23900452;90.09596329;84.25488434;91.73036804;85.89622955;90.14770241;84.22966537;91.71136494;85.93033791
90.14400482;84.34591675;91.65718079;85.92131805;90.11426544;84.22244644;91.6869812;85.89202499;90.11460419;84.24341888;91.71756897;84.24341888;90.09200668;84.24591599;91.74961319;85.90226364;90.1367197;84.23202782;91.71105022;85.91450462
90.06747437;84.2650528;91.71537018;85.92589569;90.12212372;84.24620056;91.67594147;85.8786087;90.09038086;84.23597565;91.76669464;84.23597565;90.09795837;84.22983093;91.73512421;85.89069366;90.13084908;84.2330492;91.71088657;85.91661434
90.14393616;84.2851944;91.62749481;85.9683609;90.08477402;84.26178741;91.68050003;85.89993286;90.09671783;84.23856506;91.75305786;84.23856506;90.09814301;84.2273262;91.71638565;85.93045807;90.15558796;84.22822723;91.70627785;85.92534618
90.14392853;84.24310303;91.71156311;85.93013;90.09617615;84.27254105;91.74212646;85.90160751;90.12592926;84.19895477;91.7379837;84.19895477;90.07042923;84.2587616;91.75425339;85.88403091;90.13719654;84.22499447;91.714291;85.91600342
90.17211151;84.2551651;91.62991333;85.94153595;90.07171249;84.27669144;91.66680527;85.87360382;90.09384308;84.27623291;91.72613983;84.27623291;90.08193588;84.243293;91.74136505;85.89511642;90.13787689;84.22940388;91.71654797;85.90183239
90.13129425;84.17280579;91.69634247;85.9047699;90.07091522;84.2853508;91.74179077;85.918396;90.11183472;84.22457123;91.76991577;84.22457123;90.09811859;84.22733841;91.7483223;85.9021843;90.14250278;84.23649464;91.71245747;85.9214365
90.11758423;84.3127594;91.62677765;85.9412384;90.04660797;84.25909424;91.74409103;85.87302399;90.05397034;84.22905884;91.75931396;84.22905884;90.10460815;84.22764664;91.72814865;85.91097717;90.12945232;84.22195072;91.7244173;85.90749664
90.10968018;84.19139099;91.75456238;85.87395477;90.11111832;84.24116135;91.70358658;85.92729187;90.08610382;84.2293335;91.71805115;84.2293335;90.09430618;84.23942566;91.75971298;85.88215714;90.12233353;84.22929287;91.71467514;85.91789761
90.12832642;84.33529663;91.66029358;85.97529602;90.09106445;84.24258423;91.72101212;85.92580032;90.04976044;84.21550903;91.75478668;84.21550903;90.09594269;84.26496124;91.73864746;85.88906784;90.1332201;84.23298435;91.71175995;85.91464901
90.15445709;84.0774765;91.69242859;85.88713837;90.08738708;84.27496719;91.76847458;85.93068314;90.07348938;84.25239258;91.7621521;84.25239258;90.11722946;84.23041611;91.72904587;85.91072006;90.11417427;84.23503761;91.73269653;85.90556469
90.05330658;84.34136963;91.62771606;85.96987915;90.11584473;84.21873093;91.71972275;85.90498734;90.12555389;84.2228775;91.73146515;84.2228775;90.11455231;84.23132248;91.71547165;85.93123169;90.14245834;84.22366009;91.70859222;85.91891632
90.19100189;84.05973816;91.71179199;85.84702301;90.14352798;84.24940872;91.71400452;85.89324951;90.05142517;84.27876587;91.74439545;84.27876587;90.07702713;84.2591423;91.73360443;85.89120026;90.15321102;84.21785507;91.70345192;85.92106781
90.05132294;84.40960693;91.61220551;85.93132782;90.12461472;84.21044922;91.68630219;85.92433167;90.09441071;84.23519135;91.75764618;84.23519135;90.07720184;84.24308548;91.74204865;85.89683838;90.15118179;84.22702198;91.70465107;85.91303005
90.21537018;84.0711441;91.7377243;85.84252167;90.12104797;84.227211;91.71357346;85.90928268;90.07813568;84.24129181;91.73392944;84.24129181;90.10723572;84.21999817;91.74750443;85.90315018;90.14161491;84.22669868;91.71392479;85.90969028
89.95851135;84.46243286;91.62489319;85.94200134;90.09913254;84.23895264;91.70975494;85.96538162;90.15657959;84.21611633;91.70709686;84.21611633;90.10044785;84.24237442;91.71807022;85.89652023;90.13141842;84.22978897;91.71829147;85.90869942
90.16243744;84.15142059;91.663414;85.96141815;90.0934906;84.24620438;91.6925621;85.95110703;90.08905029;84.22341766;91.7257309;84.22341766;90.09224472;84.245047;91.73774567;85.89396439;90.13671799;84.22879944;91.71903381;85.9167654
89.99806213;84.3693924;91.62578583;85.99259186;90.07249069;84.29840851;91.72077942;85.8932724;90.12102661;84.24564362;91.72466125;84.24564362;90.11024551;84.25458527;91.72182999;85.89640427;90.14997787;84.22693748;91.70915203;85.9184021
90.16020966;84.20535278;91.72834778;85.86632538;90.06795883;84.26185989;91.71251297;85.93323898;90.08035889;84.24128265;91.74716187;84.24128265;90.12010956;84.22842026;91.70305176;85.91056595;90.14177303;84.22958031;91.71940441;85.91220055
90.04460907;84.29095459;91.65634918;86.03083038;90.06035614;84.2456398;91.68347549;85.92679214;90.11228485;84.24078369;91.74864502;84.24078369;90.0931366;84.24981079;91.71809998;85.90996323;90.13493137;84.22928848;91.71310444;85.90754566
90.19473267;84.1864624;91.7501297;85.85514069;90.08501434;84.25423813;91.75363159;85.88844681;90.08825684;84.22858734;91.76337433;84.22858734;90.10008011;84.23499527;91.74428406;85.90130463;90.13683014;84.22434158;91.71737576;85.91414833
90.01106262;84.28529358;91.63916779;86.05166626;90.08158875;84.25325775;91.72795105;85.89011765;90.05070038;84.27474213;91.75555878;84.27474213;90.08411942;84.23681412;91.73435287;85.91789703;90.14189186;84.23073025;91.71458931;85.91454201
90.2229538;84.18852997;91.7621994;85.84469604;90.07947159;84.26815033;91.76928329;85.88516617;90.13517303;84.21546783;91.75758514;84.21546783;90.10286789;84.21415863;91.72739334;85.91184921;90.14655666;84.22300758;91.7220417;85.91572189
90.03983307;84.29400635;91.67626953;85.94882965;90.08435822;84.24003983;91.72563553;85.8822937;90.08685913;84.21956787;91.75073395;84.21956787;90.09690857;84.23727951;91.73231354;85.89667358;90.15082626;84.22685833;91.70828571;85.91867409
90.17990875;84.19282532;91.72328186;85.85920715;90.05458832;84.27796173;91.71729279;85.85656738;90.12472382;84.20518188;91.72416687;84.20518188;90.11522064;84.22355118;91.74625931;85.8868721;90.15494614;84.21388016;91.69551506;85.91676731
90.06069183;84.28057098;91.71472931;85.95443726;90.06564331;84.26805878;91.71796799;85.8887558;90.09293823;84.25015106;91.75107117;84.25015106;90.0873436;84.25154114;91.73479843;85.89816666;90.13334923;84.23187962;91.72502594;85.91160221
90.18559265;84.20072174;91.66427612;85.86188507;90.09014511;84.24106598;91.73652649;85.89769363;90.1327301;84.24299164;91.73900909;84.24299164;90.11245804;84.23915253;91.72179947;85.91105881;90.14109287;84.22854557;91.71685581;85.91662216
90.0691452;84.27243805;91.75942993;85.99767303;90.0847702;84.27410126;91.73537064;85.91966629;90.12318268;84.20426483;91.7510437;84.20426483;90.11252441;84.259021;91.72130661;85.92567978;90.13168945;84.22773266;91.7159481;85.91568279
90.18019867;84.15908813;91.63259888;85.80947876;90.08223343;84.22915649;91.73616791;85.92363358;90.06651001;84.29137268;91.73340759;84.29137268;90.10568542;84.23998566;91.73705063;85.89820023;90.14246883;84.22724609;91.71592083;85.91362228
89.99384308;84.29916382;91.71939087;86.0289917;90.09993744;84.22834396;91.74849701;85.90976334;90.10812836;84.229245;91.7851532;84.229245;90.10677872;84.22316895;91.7321022;85.9089035;90.13512039;84.23427486;91.71362133;85.91597824
90.23368073;84.21797943;91.61851501;85.83881378;90.09885025;84.26488495;91.75005722;85.8885498;90.08518219;84.22956238;91.75630798;84.22956238;90.0953743;84.2246315;91.72765503;85.90040894;90.1396946;84.2259119;91.6982996;85.91703663
90.08691406;84.27526855;91.70201874;86.0621109;90.13049698;84.24221802;91.74107361;85.89722443;90.13398895;84.21566467;91.74445038;84.21566467;90.09419327;84.26258469;91.69862061;85.89392929;90.14676838;84.22866459;91.71052074;85.92235184
90.19631195;84.19763947;91.67864227;85.84681702;90.0846138;84.21183395;91.73138428;85.9265213;90.06219635;84.24246979;91.74173737;84.24246979;90.11508484;84.23681564;91.72559738;85.8987442;90.13630981;84.22840023;91.70009403;85.91520615
90.04889679;84.20596313;91.68913269;86.11206818;90.06991196;84.25034332;91.6922226;85.91434097;90.09866791;84.23540344;91.72857971;84.23540344;90.11575699;84.2353035;91.73484116;85.91244659;90.14302025;84.23199215;91.71234703;85.91294003
90.16503906;84.24317932;91.68457031;85.86489105;90.11823654;84.25800323;91.7182045;85.9437294;90.10518188;84.23904419;91.74147644;84.23904419;90.10810471;84.23672562;91.71216354;85.92129593;90.14194832;84.22650433;91.70873432;85.90812569
90.05625916;84.23976135;91.6497345;86.03923798;90.09576797;84.29563522;91.7301712;85.93956375;90.08507385;84.24807129;91.73532867;84.24807129;90.10807343;84.24282913;91.70448685;85.91438141;90.12662029;84.23755436;91.72064152;85.9141716
90.17311096;84.2563858;91.64228821;85.98840332;90.09999847;84.25044632;91.71194458;85.93377304;90.12574158;84.21249847;91.74117584;84.21249847;90.09109039;84.24885101;91.71835556;85.89206696;90.13903542;84.22179852;91.71165104;85.91288013
90.09845734;84.24328613;91.68408966;85.96427917;90.05293274;84.24850082;91.76206207;85.91111374;90.09889984;84.24138031;91.7651825;84.24138031;90.12462921;84.21217651;91.73410263;85.91374359;90.13957291;84.22127953;91.71414566;85.92013035
90.19192505;84.26631165;91.6177597;85.97509003;90.0671463;84.28027725;91.74068451;85.91732788;90.12333221;84.19046021;91.70862579;84.19046021;90.1171524;84.22399216;91.70444107;85.92611389;90.13517933;84.22210083;91.71701183;85.90836582
90.04111481;84.25099182;91.75619507;85.9516983;90.10084534;84.26491928;91.73681259;85.88237;90.11822205;84.23768768;91.70986328;84.23768768;90.12495346;84.25009232;91.73005371;85.9008606;90.13377228;84.22646084;91.70444813;85.92709293
90.15164185;84.26874542;91.61980438;85.95288086;90.13474655;84.24752426;91.68356323;85.90825653;90.1006546;84.23478088;91.7168808;84.23478088;90.10866547;84.24712067;91.73483505;85.91220169;90.14190254;84.23122292;91.71942005;85.91572857
90.11607361;84.18734741;91.72179413;85.92014313;90.08047104;84.22139359;91.71429062;85.91443253;90.10017548;84.24502411;91.76931763;84.24502411;90.11827698;84.22511749;91.70935059;85.90356293;90.12036057;84.23916512;91.71812763;85.90882034
90.1559906;84.25080872;91.63726807;85.96121979;90.09550476;84.23815918;91.69906235;85.90571594;90.11880341;84.25689545;91.70254822;84.25689545;90.1195076;84.22303619;91.69201279;85.91529007;90.13326664;84.23076191;91.72408981;85.90520859
90.16474152;84.22625732;91.67670441;85.9150238;90.12482834;84.26548767;91.73310089;85.90330505;90.10740509;84.21956482;91.76449432;84.21956482;90.09594498;84.25420227;91.73208237;85.89956207;90.1249567;84.23610516;91.72195988;85.91465912
90.14052582;84.29182434;91.59714508;85.95394897;90.10152054;84.31965256;91.70695877;85.92019653;90.06062012;84.27469482;91.74782562;84.27469482;90.07664032;84.25768585;91.73996811;85.90148163;90.1242754;84.23838177;91.72527752;85.90656338
90.08927155;84.17383575;91.68228912;85.88128662;90.07259369;84.32639313;91.70598984;85.93667984;90.09139862;84.22562408;91.7904129;84.22562408;90.1077179;84.23722;91.74296875;85.90285492;90.1321413;84.232411;91.72343216;85.91347275
90.11711884;84.30369568;91.66338348;85.95244598;90.13378525;84.24898148;91.71282578;85.94543076;90.09888153;84.24090729;91.72401581;84.24090729;90.113974;84.22580185;91.73156815;85.90889435;90.12078018;84.23479118;91.72083931;85.91341038
90.14064789;84.17300415;91.67655182;85.93632507;90.13204575;84.2256546;91.72066879;85.91629028;90.13461304;84.22322388;91.72876434;84.22322388;90.11362762;84.24533615;91.73387527;85.90033112;90.10921783;84.23253727;91.74443607;85.89469738
90.07096863;84.38591766;91.62390137;85.9703598;90.0803833;84.22748184;91.72196198;85.94672775;90.09477997;84.24531708;91.73733215;84.24531708;90.12064209;84.245327;91.72217102;85.91221924;90.12158184;84.23550014;91.71856823;85.90558243
90.15447998;84.1242218;91.72090912;85.92060852;90.08951187;84.21196365;91.73509979;85.91544724;90.08347168;84.26449127;91.73748779;84.26449127;90.11335068;84.21477737;91.71685104;85.90500793;90.12567215;84.23201466;91.72075577;85.91658192
90.07344055;84.35762787;91.66985321;85.91039276;90.11244965;84.20972061;91.69446945;85.94757843;90.1250412;84.20014343;91.70556335;84.20014343;90.11161423;84.24229202;91.71102448;85.92376633;90.11283779;84.23702049;91.74154434;85.90131798
90.17507935;84.06974792;91.67626953;85.93522644;90.11529541;84.18970108;91.66711044;85.89120483;90.09021301;84.27946625;91.73560181;84.27946625;90.10537949;84.23279572;91.73365555;85.88555756;90.12651138;84.24300671;91.72093716;85.90553837
90.01461792;84.44952393;91.73738098;85.93678284;90.12722015;84.25991058;91.71926117;85.90051651;90.09964142;84.21943817;91.74121399;84.21943817;90.11381912;84.21875763;91.73185196;85.91250763;90.1206665;84.2393383;91.71899815;85.90842953
90.22216034;84.02270508;91.69084167;85.93585205;90.13203049;84.22573471;91.68534851;85.96971512;90.08423615;84.2544342;91.7491806;84.2544342;90.11962051;84.21588898;91.72327042;85.91726303;90.12764244;84.23140812;91.72291851;85.91099453
90.05130005;84.47742462;91.65104675;85.97665405;90.08308411;84.25331879;91.69290924;85.96242523;90.12163544;84.21347046;91.69641724;84.21347046;90.10296478;84.24179916;91.70100327;85.90008698;90.11416702;84.23693657;91.73965187;85.90415668
90.15203857;84.13432312;91.71689606;85.91108704;90.11388016;84.23096085;91.68227386;85.96572495;90.08935547;84.23920746;91.734729;84.23920746;90.10558167;84.23185272;91.75157852;85.88764725;90.12357597;84.23530426;91.72671871;85.89849396
90.05453491;84.31280518;91.64029694;86.00795746;90.14729691;84.28490448;91.67385483;85.92445374;90.12715912;84.22446594;91.73553772;84.22446594;90.08576126;84.25421219;91.73629608;85.89877701;90.12443161;84.23412724;91.71441116;85.91348972
90.14794922;84.19275665;91.69199371;85.91074371;90.12120819;84.28048325;91.6817131;85.97927475;90.10007172;84.23942108;91.7335968;84.23942108;90.11701355;84.22206268;91.71129227;85.91008148;90.13896351;84.23167152;91.71872597;85.91079922
90.03473663;84.29438782;91.66574097;86.01893616;90.11271286;84.26848984;91.72406769;85.89131927;90.11821442;84.24712524;91.73081665;84.24712524;90.08809509;84.24891586;91.72661896;85.90062332;90.1370306;84.23739605;91.7210453;85.89975853
90.18938446;84.18357849;91.66468811;85.91055298;90.08914948;84.21493912;91.71324921;85.90468597;90.11516571;84.25064087;91.7197052;84.25064087;90.09384918;84.25623093;91.72056351;85.89166946;90.13811436;84.22001076;91.71385574;85.91791153
90.06898499;84.26651001;91.6532135;85.97637177;90.06953812;84.22763443;91.75732422;85.96431732;90.10095062;84.25149841;91.75865326;84.25149841;90.10179443;84.22406845;91.75385666;85.90540161;90.14021664;84.22857914;91.72185726;85.91684074
90.21590424;84.1968689;91.73658752;85.90499115;90.13204956;84.24362183;91.74489594;85.91717529;90.12698364;84.22522278;91.72292938;84.22522278;90.10799026;84.22490845;91.72011719;85.91126099;90.12617989;84.22807159;91.73250675;85.90785656
90.10655975;84.23220062;91.68730927;85.98648834;90.12170792;84.2495842;91.66518021;85.97979736;90.11300507;84.22151031;91.75830383;84.22151031;90.11290588;84.2440239;91.72842026;85.89604874;90.12853851;84.22746181;91.73756237;85.90510197
90.20974731;84.19278717;91.70033264;85.85910034;90.14991379;84.2219429;91.6859436;85.97746658;90.14185638;84.21026764;91.67877197;84.21026764;90.0850174;84.25474319;91.73046722;85.89505081;90.12458744;84.22538052;91.71986809;85.90756092
90.07892609;84.26593018;91.66329956;85.97070313;90.13890457;84.23001099;91.71680069;85.89619446;90.08847198;84.26151428;91.75500793;84.26151428;90.10370865;84.23311996;91.74157562;85.91005096;90.12854385;84.22823982;91.71722832;85.90879078
90.21461487;84.18358612;91.66074371;85.87434387;90.13067245;84.23741913;91.68851852;85.91566086;90.1344162;84.24237366;91.70950012;84.24237366;90.10297623;84.22734528;91.69436417;85.92503281;90.13469524;84.22934189;91.72323227;85.90681095
90.07218933;84.28094482;91.69397736;86.01123047;90.13640594;84.21130753;91.72654343;85.90628815;90.11695099;84.20440674;91.77003937;84.20440674;90.08794785;84.26249619;91.71736526;85.8912529;90.13648624;84.22821522;91.71699181;85.91329861
90.20336151;84.2115097;91.6288147;85.86801147;90.12796783;84.24542618;91.7166748;85.92678833;90.06608887;84.2609314;91.73096466;84.2609314;90.10897903;84.26570969;91.73327332;85.89423218;90.13462639;84.23145618;91.71337128;85.90840015
90.08251953;84.27335358;91.75630188;85.99659729;90.11972809;84.25986099;91.7380867;85.91188049;90.11352539;84.23643188;91.77637787;84.23643188;90.12158966;84.22406769;91.72258148;85.90242615;90.12244511;84.23763256;91.72540588;85.91764584
90.19935608;84.17036438;91.55971527;85.82740784;90.08454514;84.24059677;91.72280502;85.90222549;90.10684967;84.23572083;91.70412445;84.23572083;90.10893707;84.21710892;91.69523315;85.91279144;90.12302246;84.23258686;91.72040596;85.90913868
90.05313873;84.24073029;91.6894989;86.0378952;90.12032318;84.2164917;91.69207001;85.90708923;90.13996277;84.19863586;91.71190338;84.19863586;90.10122299;84.24617004;91.74490738;85.89273376;90.11757069;84.23633404;91.72882538;85.90556145
90.15740204;84.2245636;91.67603302;85.80608368;90.13838196;84.21940613;91.7175827;85.85641861;90.0832962;84.25879517;91.73665619;84.25879517;90.09861298;84.25095291;91.73883972;85.89652252;90.12841339;84.24006481;91.71192245;85.90708904
90.03607178;84.2753067;91.65607452;86.06663513;90.11274338;84.23601532;91.7279892;85.86462784;90.09985962;84.26183167;91.71250916;84.26183167;90.1217865;84.22384491;91.72181702;85.91303635;90.13046494;84.22382832;91.72452946;85.90974216
90.14396667;84.25188446;91.61494446;85.88427734;90.11092377;84.25935364;91.75135803;85.91273499;90.09843597;84.22722778;91.74530334;84.22722778;90.11074295;84.23519669;91.70605545;85.92630539;90.11278667;84.23215294;91.72939529;85.89996071
90.04325867;84.27680969;91.71272278;85.96770477;90.08930969;84.3133812;91.71544647;85.92881393;90.06636353;84.29033813;91.73157196;84.29033813;90.07744751;84.25450974;91.74158554;85.90218658;90.12796783;84.23540058;91.7318922;85.90104485
90.16087341;84.23110199;91.64503479;85.91323853;90.11185455;84.23912048;91.6865654;85.93044281;90.11697845;84.22940521;91.73465576;84.22940521;90.08633194;84.25776901;91.73394547;85.91412811;90.12428436;84.23432808;91.73799725;85.90123367
90.03121185;84.26185608;91.70823669;85.92928314;90.09386826;84.24629974;91.73658752;85.9193306;90.09516754;84.25105743;91.73736572;84.25105743;90.10576553;84.23039322;91.7383606;85.91254578;90.11564999;84.23548489;91.73553028;85.90788651
90.15071106;84.30438232;91.60897827;85.99304962;90.15058136;84.23707199;91.69442368;85.91355896;90.13180084;84.21033783;91.70267944;84.21033783;90.10070953;84.22987823;91.73119583;85.90657883;90.13124352;84.233918;91.71688328;85.91176357
90.06787872;84.26086426;91.70102692;85.93959808;90.14390564;84.23392487;91.73272324;85.92791748;90.11174469;84.22136383;91.72914124;84.22136383;90.1231575;84.22783279;91.70897064;85.90128021;90.12555256;84.23089275;91.71922626;85.90760937
90.15407562;84.29413605;91.63035583;85.94589233;90.10200119;84.22084045;91.69477081;85.94864655;90.12813568;84.25856171;91.71475372;84.25856171;90.11107101;84.24824905;91.7211731;85.91499481;90.12372189;84.22617817;91.72416553;85.89996738
90.08822632;84.23390198;91.68933105;85.88214111;90.13111877;84.24983597;91.66106415;85.94999313;90.08852844;84.25639343;91.75364227;84.25639343;90.12378845;84.21260376;91.72142792;85.89790955;90.1163229;84.22651997;91.74167366;85.90808887
90.16998291;84.23718262;91.66973114;85.9629364;90.13510895;84.22361755;91.69130325;85.92959595;90.12355499;84.2442337;91.69785156;84.2442337;90.10459442;84.25797195;91.71454086;85.91513138;90.12924995;84.22942066;91.72197704;85.91014194
